campaign_id,campaign_name,start_date,end_date,channel
CAM000398,Black Friday 000398,2020-04-13,2020-05-11,Social Media
CAM000399,Member Exclusive 000399,2020-09-14,2020-10-12,Social Media
CAM000400,Weekend Sale 000400,2020-05-20,2020-06-18,Social Media
CAM000401,Back to School 000401,2023-04-15,2023-04-24,SMS
CAM000402,Member Exclusive 000402,2024-05-04,2024-05-11,Email
CAM000403,Lebaran Sale 000403,2021-07-21,2021-08-20,Social Media
CAM000404,Lebaran Sale 000404,2023-01-11,2023-01-22,Email
CAM000405,New Year Sale 000405,2023-09-15,2023-10-15,Social Media
CAM000406,Back to School 000406,2020-01-31,2020-02-14,Affiliate
CAM000407,Lebaran Sale 000407,2021-10-25,2021-10-28,SMS
CAM000408,Year End Sale 000408,2020-04-17,2020-04-24,Affiliate
CAM000409,Ramadan Sale 000409,2020-08-20,2020-09-15,Push Notification
CAM000410,Black Friday 000410,2022-07-07,2022-08-03,Affiliate
CAM000411,Flash Sale 000411,2023-04-30,2023-05-06,Affiliate
CAM000412,New Year Sale 000412,2021-03-29,2021-04-20,Display Ads
CAM000413,Weekend Sale 000413,2024-05-23,2024-06-22,SMS
CAM000414,New Year Sale 000414,2022-07-27,2022-08-19,Email
CAM000415,Year End Sale 000415,2022-09-07,2022-10-07,Push Notification
CAM000416,Flash Sale 000416,2023-11-06,2023-11-12,Display Ads
CAM000417,Ramadan Sale 000417,2025-02-06,2025-02-23,Email
CAM000418,Lebaran Sale 000418,2021-10-21,2021-11-12,Email
CAM000419,Member Exclusive 000419,2020-09-15,2020-09-26,Display Ads
CAM000420,Black Friday 000420,2023-04-13,2023-05-03,Push Notification
CAM000421,Independence Day 000421,2023-05-08,2023-05-27,Push Notification
CAM000422,Year End Sale 000422,2022-11-01,2022-11-23,Email
CAM000423,Ramadan Sale 000423,2024-06-12,2024-07-07,Display Ads
CAM000424,Weekend Sale 000424,2023-08-26,2023-09-22,Display Ads
CAM000425,Year End Sale 000425,2024-11-07,2024-11-16,Push Notification
CAM000426,Year End Sale 000426,2024-12-23,2025-01-02,SMS
CAM000427,Year End Sale 000427,2024-08-21,2024-09-07,Push Notification
CAM000428,Black Friday 000428,2024-02-03,2024-02-09,Push Notification
CAM000429,Independence Day 000429,2021-10-02,2021-10-26,SMS
CAM000430,Flash Sale 000430,2025-05-06,2025-05-13,Email
CAM000431,Ramadan Sale 000431,2020-07-05,2020-08-03,Email
CAM000432,Black Friday 000432,2022-06-03,2022-06-09,Social Media
CAM000433,Member Exclusive 000433,2023-02-13,2023-02-17,Affiliate
CAM000434,Ramadan Sale 000434,2023-02-24,2023-03-09,Push Notification
CAM000435,Year End Sale 000435,2021-12-25,2022-01-24,Display Ads
CAM000436,Member Exclusive 000436,2020-04-15,2020-04-27,SMS
CAM000437,Member Exclusive 000437,2021-12-21,2021-12-27,Affiliate
CAM000438,Flash Sale 000438,2021-03-11,2021-03-18,Social Media
CAM000439,Black Friday 000439,2024-10-01,2024-10-07,Affiliate
CAM000440,Independence Day 000440,2022-01-22,2022-01-28,Affiliate
CAM000441,Year End Sale 000441,2021-04-08,2021-05-06,Affiliate
CAM000442,Member Exclusive 000442,2025-06-18,2025-07-15,Affiliate
CAM000443,Weekend Sale 000443,2023-10-14,2023-11-06,Email
CAM000444,Independence Day 000444,2023-06-01,2023-06-25,Email
CAM000445,Independence Day 000445,2021-01-04,2021-01-15,SMS
CAM000446,Lebaran Sale 000446,2021-12-19,2021-12-22,Social Media
CAM000447,Year End Sale 000447,2023-03-05,2023-03-29,Email
CAM000448,New Year Sale 000448,2020-10-17,2020-11-12,Email
CAM000449,Back to School 000449,2024-03-08,2024-03-27,Push Notification
CAM000450,Black Friday 000450,2022-05-09,2022-05-26,Social Media
CAM000451,Black Friday 000451,2022-01-27,2022-02-08,Affiliate
CAM000452,New Year Sale 000452,2023-05-06,2023-05-11,Social Media
CAM000453,Member Exclusive 000453,2020-11-18,2020-12-15,Email
CAM000454,Independence Day 000454,2023-10-12,2023-10-17,Push Notification
CAM000455,Flash Sale 000455,2023-09-17,2023-10-03,Affiliate
CAM000456,Independence Day 000456,2022-06-24,2022-07-10,Social Media
CAM000457,Ramadan Sale 000457,2024-03-26,2024-04-14,SMS
CAM000458,Independence Day 000458,2022-05-30,2022-06-05,Display Ads
CAM000459,Flash Sale 000459,2023-10-21,2023-11-11,Affiliate
CAM000460,New Year Sale 000460,2023-09-28,2023-10-10,Social Media
CAM000461,New Year Sale 000461,2022-03-20,2022-04-11,Email
CAM000462,Back to School 000462,2021-02-22,2021-03-06,Social Media
CAM000463,Independence Day 000463,2024-04-14,2024-04-25,SMS
CAM000464,Flash Sale 000464,2020-09-02,2020-09-05,Display Ads
CAM000465,Lebaran Sale 000465,2022-05-31,2022-06-08,Push Notification
CAM000466,Back to School 000466,2022-12-26,2023-01-20,Affiliate
CAM000467,Black Friday 000467,2023-02-18,2023-03-19,Email
CAM000468,New Year Sale 000468,2022-03-24,2022-04-23,Push Notification
CAM000469,Ramadan Sale 000469,2020-02-08,2020-02-25,SMS
CAM000470,Member Exclusive 000470,2023-03-25,2023-04-10,Push Notification
CAM000471,Year End Sale 000471,2023-12-24,2024-01-16,SMS
CAM000472,New Year Sale 000472,2020-08-23,2020-09-07,SMS
CAM000473,Member Exclusive 000473,2020-12-17,2021-01-14,Push Notification
CAM000474,Black Friday 000474,2024-08-30,2024-09-24,Email
CAM000475,Ramadan Sale 000475,2022-06-13,2022-07-13,Social Media
CAM000476,Year End Sale 000476,2022-06-11,2022-07-02,Affiliate
CAM000477,Independence Day 000477,2020-06-10,2020-06-25,Display Ads
CAM000478,Black Friday 000478,2021-11-26,2021-12-06,Social Media
CAM000479,Ramadan Sale 000479,2020-06-05,2020-06-24,Affiliate
CAM000480,Black Friday 000480,2022-11-10,2022-11-19,SMS
CAM000481,Lebaran Sale 000481,2024-01-29,2024-02-27,Social Media
CAM000482,Independence Day 000482,2020-07-29,2020-08-05,Social Media
CAM000483,Lebaran Sale 000483,2020-12-21,2021-01-12,Display Ads
CAM000484,Flash Sale 000484,2020-06-03,2020-06-11,Push Notification
CAM000485,Member Exclusive 000485,2024-03-25,2024-04-15,Push Notification
CAM000486,Member Exclusive 000486,2023-10-26,2023-11-16,SMS
CAM000487,Black Friday 000487,2024-11-04,2024-11-27,Social Media
CAM000488,Flash Sale 000488,2022-06-19,2022-06-24,Push Notification
CAM000489,Independence Day 000489,2023-07-17,2023-07-29,Affiliate
CAM000490,Weekend Sale 000490,2020-04-25,2020-05-09,Email
CAM000491,Flash Sale 000491,2021-09-27,2021-10-14,Email
CAM000492,Independence Day 000492,2020-04-26,2020-05-10,Email
CAM000493,Ramadan Sale 000493,2023-08-13,2023-09-12,Affiliate
CAM000494,Year End Sale 000494,2023-05-01,2023-05-20,Push Notification
CAM000495,New Year Sale 000495,2023-04-03,2023-04-23,Push Notification
CAM000496,Member Exclusive 000496,2025-02-04,2025-03-04,Display Ads
CAM000497,Member Exclusive 000497,2021-01-20,2021-02-02,Push Notification
CAM000498,New Year Sale 000498,2022-10-23,2022-10-30,Push Notification
CAM000499,Black Friday 000499,2020-07-30,2020-08-27,Display Ads
CAM000500,Lebaran Sale 000500,2020-06-21,2020-07-10,Email
CAM000501,Flash Sale 000501,2021-05-22,2021-06-16,Push Notification
CAM000502,Member Exclusive 000502,2022-12-09,2022-12-28,Social Media
CAM000503,Independence Day 000503,2022-01-15,2022-01-29,Push Notification
CAM000504,Black Friday 000504,2022-04-17,2022-05-14,Display Ads
CAM000505,Black Friday 000505,2023-05-09,2023-05-13,Email
CAM000506,Weekend Sale 000506,2021-11-06,2021-11-12,Display Ads
CAM000507,Independence Day 000507,2022-03-02,2022-03-14,Display Ads
CAM000508,Member Exclusive 000508,2024-10-10,2024-11-03,Social Media
CAM000509,Member Exclusive 000509,2021-11-13,2021-11-18,Display Ads
CAM000510,Independence Day 000510,2020-10-16,2020-10-30,Display Ads
CAM000511,Year End Sale 000511,2023-12-01,2023-12-25,Social Media
CAM000512,Ramadan Sale 000512,2023-05-03,2023-05-28,SMS
CAM000513,Black Friday 000513,2023-02-18,2023-03-05,Social Media
CAM000514,Weekend Sale 000514,2023-10-04,2023-10-29,Email
CAM000515,Year End Sale 000515,2023-08-16,2023-09-09,Affiliate
CAM000516,Black Friday 000516,2022-01-11,2022-01-14,SMS
CAM000517,Black Friday 000517,2021-01-04,2021-01-13,Push Notification
CAM000518,Lebaran Sale 000518,2021-01-28,2021-02-07,Social Media
CAM000519,Ramadan Sale 000519,2020-06-07,2020-06-19,Affiliate
CAM000520,Weekend Sale 000520,2024-04-27,2024-05-17,Email
CAM000521,Member Exclusive 000521,2023-09-17,2023-09-30,Social Media
CAM000522,Lebaran Sale 000522,2023-05-08,2023-05-23,Social Media
CAM000523,Member Exclusive 000523,2021-01-05,2021-02-03,Social Media
CAM000524,New Year Sale 000524,2024-01-16,2024-02-02,Push Notification
CAM000525,Back to School 000525,2022-01-16,2022-02-09,Push Notification
CAM000526,Flash Sale 000526,2023-06-04,2023-06-16,Social Media
CAM000527,Independence Day 000527,2022-12-29,2023-01-08,Push Notification
CAM000528,Back to School 000528,2025-01-25,2025-02-23,SMS
CAM000529,Flash Sale 000529,2023-10-21,2023-11-11,Push Notification
CAM000530,Year End Sale 000530,2024-04-24,2024-05-06,Affiliate
CAM000531,Lebaran Sale 000531,2022-12-16,2023-01-01,Social Media
CAM000532,Lebaran Sale 000532,2024-06-28,2024-07-20,SMS
CAM000533,Flash Sale 000533,2020-04-16,2020-05-09,SMS
CAM000534,Weekend Sale 000534,2023-02-09,2023-02-15,Email
CAM000535,Lebaran Sale 000535,2021-08-06,2021-08-11,SMS
CAM000536,Lebaran Sale 000536,2022-07-09,2022-07-28,Push Notification
CAM000537,Flash Sale 000537,2020-07-06,2020-07-16,SMS
CAM000538,Year End Sale 000538,2025-03-20,2025-03-23,Email
CAM000539,Black Friday 000539,2022-03-22,2022-04-10,Social Media
CAM000540,Black Friday 000540,2022-03-01,2022-03-06,Social Media
CAM000541,Ramadan Sale 000541,2020-02-27,2020-03-11,Display Ads
CAM000542,Lebaran Sale 000542,2023-08-24,2023-09-06,Social Media
CAM000543,Flash Sale 000543,2020-03-19,2020-03-31,Display Ads
CAM000544,Flash Sale 000544,2024-08-29,2024-09-05,Push Notification
CAM000545,Ramadan Sale 000545,2023-06-14,2023-06-17,Email
CAM000546,Lebaran Sale 000546,2021-06-08,2021-06-17,Affiliate
CAM000547,Member Exclusive 000547,2025-04-09,2025-05-05,Affiliate
CAM000548,Independence Day 000548,2022-05-16,2022-05-22,Social Media
CAM000549,New Year Sale 000549,2021-09-08,2021-09-14,Social Media
CAM000550,Member Exclusive 000550,2022-05-09,2022-06-01,Push Notification
CAM000551,Flash Sale 000551,2020-05-08,2020-05-14,Affiliate
CAM000552,Weekend Sale 000552,2023-01-02,2023-01-05,Affiliate
CAM000553,Lebaran Sale 000553,2021-05-10,2021-06-04,SMS
CAM000554,Member Exclusive 000554,2022-05-29,2022-06-01,SMS
CAM000555,Year End Sale 000555,2021-05-07,2021-05-28,Social Media
CAM000556,Ramadan Sale 000556,2023-09-22,2023-10-16,Affiliate
CAM000557,Ramadan Sale 000557,2025-06-19,2025-07-03,Affiliate
CAM000558,Weekend Sale 000558,2023-01-19,2023-02-07,Affiliate
CAM000559,Flash Sale 000559,2020-02-11,2020-02-26,Email
CAM000560,Black Friday 000560,2023-07-25,2023-08-09,SMS
CAM000561,Black Friday 000561,2024-03-10,2024-03-13,Email
CAM000562,Ramadan Sale 000562,2021-12-07,2021-12-17,Affiliate
CAM000563,Black Friday 000563,2024-02-14,2024-03-12,Social Media
CAM000564,Weekend Sale 000564,2020-03-31,2020-04-14,SMS
CAM000565,Lebaran Sale 000565,2024-07-24,2024-08-16,Display Ads
CAM000566,Flash Sale 000566,2022-08-09,2022-09-03,Display Ads
CAM000567,Lebaran Sale 000567,2021-01-08,2021-02-05,Email
CAM000568,Flash Sale 000568,2024-01-06,2024-02-02,Email
CAM000569,New Year Sale 000569,2021-08-23,2021-09-01,Social Media
CAM000570,Black Friday 000570,2024-12-19,2024-12-23,SMS
CAM000571,Weekend Sale 000571,2022-11-21,2022-12-06,Push Notification
CAM000572,Back to School 000572,2021-06-02,2021-06-06,SMS
CAM000573,New Year Sale 000573,2022-01-01,2022-01-31,Display Ads
CAM000574,Ramadan Sale 000574,2021-11-10,2021-11-21,SMS
CAM000575,Flash Sale 000575,2022-06-13,2022-06-28,Push Notification
CAM000576,Flash Sale 000576,2021-11-25,2021-12-03,Display Ads
CAM000577,Weekend Sale 000577,2022-10-15,2022-10-29,SMS
CAM000578,Year End Sale 000578,2024-06-28,2024-07-03,Email
CAM000579,Lebaran Sale 000579,2022-05-31,2022-06-22,Affiliate
CAM000580,Ramadan Sale 000580,2021-08-24,2021-09-06,Email
CAM000581,Independence Day 000581,2021-11-02,2021-11-26,SMS
CAM000582,Year End Sale 000582,2022-07-02,2022-07-24,Social Media
CAM000583,Black Friday 000583,2023-11-13,2023-11-30,Push Notification
CAM000584,Black Friday 000584,2020-03-27,2020-04-22,Affiliate
CAM000585,New Year Sale 000585,2022-06-09,2022-06-20,Email
CAM000586,Year End Sale 000586,2023-10-06,2023-10-29,SMS
CAM000587,Lebaran Sale 000587,2022-11-16,2022-12-14,Email
CAM000588,Member Exclusive 000588,2020-10-19,2020-11-18,Display Ads
CAM000589,New Year Sale 000589,2024-05-19,2024-06-05,Social Media
CAM000590,Black Friday 000590,2020-05-17,2020-05-27,SMS
CAM000591,New Year Sale 000591,2022-02-23,2022-03-16,Affiliate
CAM000592,Flash Sale 000592,2020-11-10,2020-12-04,SMS
CAM000593,Ramadan Sale 000593,2022-01-31,2022-02-17,Affiliate
CAM000594,Black Friday 000594,2020-10-08,2020-10-27,Push Notification
CAM000595,Independence Day 000595,2021-10-05,2021-10-28,Social Media
CAM000596,New Year Sale 000596,2025-05-21,2025-05-27,Display Ads
CAM000597,Weekend Sale 000597,2021-01-16,2021-02-03,Push Notification
CAM000598,Ramadan Sale 000598,2025-02-13,2025-03-05,SMS
CAM000599,Flash Sale 000599,2024-05-06,2024-05-17,Social Media
CAM000600,Flash Sale 000600,2023-06-07,2023-06-19,Social Media
CAM000601,Ramadan Sale 000601,2020-09-08,2020-09-15,Push Notification
CAM000602,Flash Sale 000602,2020-12-19,2021-01-13,Email
CAM000603,Black Friday 000603,2024-07-17,2024-08-10,Display Ads
CAM000604,Ramadan Sale 000604,2021-12-12,2022-01-06,Affiliate
CAM000605,Independence Day 000605,2023-01-15,2023-01-27,Social Media
CAM000606,Lebaran Sale 000606,2023-12-28,2024-01-22,SMS
CAM000607,Ramadan Sale 000607,2022-11-07,2022-11-17,Social Media
CAM000608,Back to School 000608,2024-06-10,2024-06-17,Push Notification
CAM000609,Weekend Sale 000609,2020-02-23,2020-03-08,Affiliate
CAM000610,Weekend Sale 000610,2022-01-25,2022-02-11,Social Media
CAM000611,Ramadan Sale 000611,2023-06-07,2023-06-12,SMS
CAM000612,Flash Sale 000612,2022-03-26,2022-04-20,Affiliate
CAM000613,Year End Sale 000613,2022-04-21,2022-05-18,Affiliate
CAM000614,Black Friday 000614,2020-05-31,2020-06-07,Display Ads
CAM000615,Flash Sale 000615,2020-05-31,2020-06-17,Display Ads
CAM000616,Lebaran Sale 000616,2022-11-25,2022-12-09,Affiliate
CAM000617,Lebaran Sale 000617,2023-08-03,2023-08-24,Social Media
CAM000618,New Year Sale 000618,2022-06-05,2022-06-24,Email
CAM000619,Independence Day 000619,2022-11-27,2022-12-04,Social Media
CAM000620,Back to School 000620,2020-11-27,2020-12-10,SMS
CAM000621,Independence Day 000621,2025-04-24,2025-05-13,Email
CAM000622,Weekend Sale 000622,2021-05-28,2021-06-06,SMS
CAM000623,Independence Day 000623,2020-09-13,2020-10-06,Affiliate
CAM000624,Weekend Sale 000624,2022-12-28,2023-01-02,Display Ads
CAM000625,Member Exclusive 000625,2020-12-11,2021-01-01,Social Media
CAM000626,Member Exclusive 000626,2020-12-16,2021-01-09,Display Ads
CAM000627,Black Friday 000627,2025-01-21,2025-02-12,Affiliate
CAM000628,New Year Sale 000628,2020-03-25,2020-04-23,Email
CAM000629,Member Exclusive 000629,2020-04-03,2020-04-26,SMS
CAM000630,Member Exclusive 000630,2023-08-26,2023-09-04,Push Notification
CAM000631,New Year Sale 000631,2023-06-19,2023-07-12,Push Notification
CAM000632,Weekend Sale 000632,2024-12-25,2025-01-17,SMS
CAM000633,Flash Sale 000633,2023-08-07,2023-08-19,Social Media
CAM000634,Year End Sale 000634,2024-07-06,2024-08-03,SMS
CAM000635,New Year Sale 000635,2022-07-17,2022-07-22,Social Media
CAM000636,Flash Sale 000636,2022-06-19,2022-07-05,Push Notification
CAM000637,Member Exclusive 000637,2021-02-21,2021-03-06,Social Media
CAM000638,Black Friday 000638,2021-10-02,2021-11-01,Display Ads
CAM000639,Year End Sale 000639,2024-10-28,2024-11-11,Social Media
CAM000640,Weekend Sale 000640,2024-04-06,2024-04-20,Affiliate
CAM000641,Back to School 000641,2020-08-05,2020-08-18,Push Notification
CAM000642,Flash Sale 000642,2020-09-07,2020-09-18,Social Media
CAM000643,New Year Sale 000643,2020-10-15,2020-10-21,SMS
CAM000644,Member Exclusive 000644,2025-04-20,2025-05-05,Push Notification
CAM000645,Lebaran Sale 000645,2021-05-23,2021-06-22,SMS
CAM000646,Black Friday 000646,2025-03-27,2025-04-17,Social Media
CAM000647,Flash Sale 000647,2024-04-11,2024-04-19,Affiliate
CAM000648,Independence Day 000648,2022-08-14,2022-09-01,Push Notification
CAM000649,Year End Sale 000649,2020-02-17,2020-02-22,Affiliate
CAM000650,Back to School 000650,2022-07-25,2022-08-04,Affiliate
CAM000651,New Year Sale 000651,2021-12-23,2021-12-27,SMS
CAM000652,Flash Sale 000652,2022-10-10,2022-11-01,SMS
CAM000653,Ramadan Sale 000653,2023-01-04,2023-01-07,Push Notification
CAM000654,Black Friday 000654,2020-10-01,2020-10-12,Push Notification
CAM000655,Year End Sale 000655,2022-01-19,2022-01-23,Email
CAM000656,Back to School 000656,2023-03-13,2023-04-02,SMS
CAM000657,Ramadan Sale 000657,2023-02-07,2023-02-19,Push Notification
CAM000658,Weekend Sale 000658,2022-10-29,2022-11-15,SMS
CAM000659,Member Exclusive 000659,2024-08-17,2024-09-08,Email
CAM000660,Year End Sale 000660,2020-09-20,2020-09-26,SMS
CAM000661,Weekend Sale 000661,2024-06-15,2024-06-28,SMS
CAM000662,Back to School 000662,2024-03-26,2024-04-02,Affiliate
CAM000663,Weekend Sale 000663,2022-11-08,2022-11-23,Email
CAM000664,Lebaran Sale 000664,2020-04-02,2020-04-06,Display Ads
CAM000665,Flash Sale 000665,2021-11-13,2021-12-11,Affiliate
CAM000666,Member Exclusive 000666,2022-07-24,2022-07-31,Affiliate
CAM000667,Member Exclusive 000667,2020-10-13,2020-10-26,SMS
CAM000668,Member Exclusive 000668,2020-11-28,2020-12-13,Display Ads
CAM000669,Member Exclusive 000669,2024-09-21,2024-10-03,SMS
CAM000670,Weekend Sale 000670,2022-11-04,2022-12-03,Affiliate
CAM000671,Member Exclusive 000671,2022-09-30,2022-10-25,SMS
CAM000672,New Year Sale 000672,2022-08-30,2022-09-28,SMS
CAM000673,Ramadan Sale 000673,2021-11-09,2021-12-03,Push Notification
CAM000674,New Year Sale 000674,2023-04-10,2023-04-22,Affiliate
CAM000675,Member Exclusive 000675,2022-08-29,2022-09-09,Affiliate
CAM000676,New Year Sale 000676,2021-04-11,2021-05-07,Affiliate
CAM000677,Weekend Sale 000677,2022-09-10,2022-09-18,Display Ads
CAM000678,Year End Sale 000678,2024-01-16,2024-02-07,Social Media
CAM000679,Back to School 000679,2024-08-09,2024-09-02,Email
CAM000680,Ramadan Sale 000680,2023-03-18,2023-04-12,Social Media
CAM000681,Black Friday 000681,2020-02-08,2020-02-25,Push Notification
CAM000682,Back to School 000682,2020-11-06,2020-11-22,Push Notification
CAM000683,Member Exclusive 000683,2022-10-24,2022-11-20,Push Notification
CAM000684,New Year Sale 000684,2024-11-22,2024-12-22,Display Ads
CAM000685,Back to School 000685,2020-10-09,2020-10-28,Affiliate
CAM000686,Flash Sale 000686,2021-10-27,2021-11-20,Affiliate
CAM000687,Lebaran Sale 000687,2022-02-10,2022-02-23,Push Notification
CAM000688,Black Friday 000688,2025-02-11,2025-03-03,Affiliate
CAM000689,Independence Day 000689,2021-12-26,2022-01-19,Affiliate
CAM000690,Back to School 000690,2022-09-18,2022-09-27,SMS
CAM000691,Back to School 000691,2023-02-16,2023-02-28,SMS
CAM000692,Back to School 000692,2024-04-28,2024-05-10,Display Ads
CAM000693,Black Friday 000693,2023-12-14,2024-01-01,Push Notification
CAM000694,Independence Day 000694,2021-12-15,2022-01-04,SMS
CAM000695,Weekend Sale 000695,2020-09-06,2020-09-27,Push Notification
CAM000696,Black Friday 000696,2025-01-08,2025-01-23,Social Media
CAM000697,Independence Day 000697,2021-08-17,2021-08-21,Display Ads
CAM000698,Flash Sale 000698,2020-06-10,2020-06-24,Display Ads
CAM000699,Flash Sale 000699,2021-06-09,2021-07-05,Social Media
CAM000700,Weekend Sale 000700,2021-02-17,2021-03-18,SMS
CAM000701,Independence Day 000701,2025-03-25,2025-04-14,Social Media
CAM000702,Member Exclusive 000702,2020-08-11,2020-09-02,Social Media
CAM000703,Weekend Sale 000703,2021-05-11,2021-05-15,Social Media
CAM000704,New Year Sale 000704,2023-07-30,2023-08-09,Email
CAM000705,Flash Sale 000705,2022-04-26,2022-05-09,Email
CAM000706,Lebaran Sale 000706,2023-10-27,2023-11-23,Email
CAM000707,Lebaran Sale 000707,2025-05-29,2025-06-18,Push Notification
CAM000708,Flash Sale 000708,2023-08-30,2023-09-17,Display Ads
CAM000709,Independence Day 000709,2021-02-12,2021-03-11,SMS
CAM000710,New Year Sale 000710,2021-08-07,2021-08-30,Email
CAM000711,Back to School 000711,2023-08-28,2023-09-18,Affiliate
CAM000712,New Year Sale 000712,2024-02-21,2024-03-18,Social Media
CAM000713,Lebaran Sale 000713,2022-05-05,2022-06-03,Email
CAM000714,Flash Sale 000714,2024-09-08,2024-09-23,Social Media
CAM000715,Independence Day 000715,2025-04-02,2025-04-28,Email
CAM000716,Member Exclusive 000716,2020-01-19,2020-01-31,Affiliate
CAM000717,Independence Day 000717,2020-08-07,2020-08-20,Push Notification
CAM000718,Weekend Sale 000718,2023-08-06,2023-08-26,Push Notification
CAM000719,Weekend Sale 000719,2024-12-26,2025-01-02,Push Notification
CAM000720,Ramadan Sale 000720,2021-07-12,2021-07-21,SMS
CAM000721,Flash Sale 000721,2020-11-28,2020-12-24,Display Ads
CAM000722,Lebaran Sale 000722,2021-06-10,2021-07-05,Email
CAM000723,Independence Day 000723,2024-02-17,2024-03-01,Affiliate
CAM000724,Back to School 000724,2023-10-13,2023-11-09,Social Media
CAM000725,Year End Sale 000725,2023-06-05,2023-07-05,Push Notification
CAM000726,Ramadan Sale 000726,2022-11-21,2022-12-04,Push Notification
CAM000727,Lebaran Sale 000727,2023-10-02,2023-10-08,Social Media
CAM000728,Back to School 000728,2022-09-04,2022-09-17,Email
CAM000729,Back to School 000729,2021-06-18,2021-07-03,Push Notification
CAM000730,Black Friday 000730,2024-03-23,2024-04-03,SMS
CAM000731,Member Exclusive 000731,2023-04-07,2023-05-03,Email
CAM000732,Black Friday 000732,2021-06-19,2021-07-12,Display Ads
CAM000733,Ramadan Sale 000733,2021-04-28,2021-05-02,Push Notification
CAM000734,Year End Sale 000734,2021-09-20,2021-09-28,Display Ads
CAM000735,Independence Day 000735,2022-10-26,2022-11-20,Display Ads
CAM000736,Independence Day 000736,2020-08-28,2020-09-20,SMS
CAM000737,Back to School 000737,2023-06-12,2023-06-22,Social Media
CAM000738,Flash Sale 000738,2022-09-06,2022-09-13,Display Ads
CAM000739,Year End Sale 000739,2023-05-25,2023-06-08,Display Ads
CAM000740,Weekend Sale 000740,2023-01-29,2023-02-16,Display Ads
CAM000741,Back to School 000741,2024-08-17,2024-08-26,Display Ads
CAM000742,Ramadan Sale 000742,2024-03-25,2024-04-16,Affiliate
CAM000743,Black Friday 000743,2022-07-03,2022-07-22,Email
CAM000744,Ramadan Sale 000744,2025-02-21,2025-03-14,Email
CAM000745,Weekend Sale 000745,2024-08-24,2024-09-13,Social Media
CAM000746,Lebaran Sale 000746,2023-03-18,2023-04-07,Social Media
CAM000747,Weekend Sale 000747,2021-11-02,2021-12-02,Push Notification
CAM000748,Back to School 000748,2020-08-26,2020-09-19,Display Ads
CAM000749,Ramadan Sale 000749,2023-04-09,2023-04-27,Affiliate
CAM000750,New Year Sale 000750,2022-07-01,2022-07-29,Push Notification
CAM000751,Year End Sale 000751,2020-09-27,2020-10-16,Push Notification
CAM000752,Weekend Sale 000752,2023-02-28,2023-03-04,Push Notification
CAM000753,Independence Day 000753,2023-10-09,2023-11-06,Display Ads
CAM000754,Independence Day 000754,2020-02-14,2020-02-29,Email
CAM000755,Member Exclusive 000755,2024-03-07,2024-03-16,Email
CAM000756,Black Friday 000756,2020-04-02,2020-04-18,Display Ads
CAM000757,New Year Sale 000757,2020-05-10,2020-05-30,Email
CAM000758,New Year Sale 000758,2025-03-27,2025-04-14,SMS
CAM000759,Lebaran Sale 000759,2022-04-17,2022-04-25,Display Ads
CAM000760,Year End Sale 000760,2024-02-02,2024-02-25,SMS
CAM000761,Flash Sale 000761,2024-12-30,2025-01-14,Push Notification
CAM000762,Weekend Sale 000762,2022-02-08,2022-02-13,Social Media
CAM000763,Black Friday 000763,2023-08-31,2023-09-30,Email
CAM000764,Year End Sale 000764,2020-12-31,2021-01-20,Affiliate
CAM000765,Back to School 000765,2020-09-17,2020-10-13,Email
CAM000766,Independence Day 000766,2024-03-28,2024-03-31,Push Notification
CAM000767,Weekend Sale 000767,2023-10-11,2023-11-06,Push Notification
CAM000768,Back to School 000768,2022-12-25,2023-01-09,Social Media
CAM000769,Lebaran Sale 000769,2022-08-01,2022-08-15,SMS
CAM000770,Ramadan Sale 000770,2021-01-21,2021-02-16,Email
CAM000771,Year End Sale 000771,2024-07-15,2024-08-08,Affiliate
CAM000772,Back to School 000772,2024-04-17,2024-04-20,Social Media
CAM000773,Member Exclusive 000773,2020-05-17,2020-05-23,Email
CAM000774,New Year Sale 000774,2022-07-03,2022-07-25,Social Media
CAM000775,Year End Sale 000775,2024-02-25,2024-02-29,Push Notification
CAM000776,Back to School 000776,2021-04-24,2021-05-14,Email
CAM000777,Independence Day 000777,2020-10-13,2020-11-01,Social Media
CAM000778,Member Exclusive 000778,2024-07-28,2024-08-23,SMS
CAM000779,Black Friday 000779,2023-03-28,2023-04-19,Social Media
CAM000780,Weekend Sale 000780,2021-09-10,2021-09-17,Social Media
CAM000781,Independence Day 000781,2022-04-26,2022-05-08,Email
CAM000782,Lebaran Sale 000782,2023-02-14,2023-03-07,Display Ads
CAM000783,Weekend Sale 000783,2023-10-22,2023-11-07,Push Notification
CAM000784,Year End Sale 000784,2020-04-06,2020-04-20,Affiliate
CAM000785,Year End Sale 000785,2021-10-14,2021-11-08,Push Notification
CAM000786,Year End Sale 000786,2020-11-01,2020-11-13,Social Media
CAM000787,Flash Sale 000787,2024-03-25,2024-04-14,Social Media
CAM000788,Independence Day 000788,2024-10-05,2024-10-15,Display Ads
CAM000789,Flash Sale 000789,2020-10-22,2020-11-19,Email
CAM000790,Year End Sale 000790,2023-02-25,2023-03-13,Affiliate
CAM000791,Year End Sale 000791,2022-12-21,2022-12-28,Social Media
CAM000792,Black Friday 000792,2021-06-06,2021-06-15,Display Ads
CAM000793,Black Friday 000793,2020-06-10,2020-06-27,Email
CAM000794,Back to School 000794,2023-01-01,2023-01-27,Email
